Date,POLSTR,POLSTR_1M,POLSTR_3M,POLSTR_6M,POLSTR_CI
2021-01-04,-0.003,100.0,,,
2021-01-05,-0.033,99.99999178,,,
2021-01-07,-0.017,99.99981096,,,
2021-01-08,0.005,99.99976438,,,
2021-01-11,-0.057,99.99980548,,,
2021-01-12,-0.004,99.99964932,,,
2021-01-13,-0.011,99.99963836,,,
2021-01-14,0.002,99.99960822,,,
2021-01-15,0.008,99.9996137,,,
2021-01-18,0.004,99.99967945,,,
2021-01-19,-0.026,99.99969041,,,
2021-01-20,0.01,99.99961918,,,
2021-01-21,0.012,99.99964658,,,
2021-01-22,0.01,99.99967945,,,
2021-01-25,0.011,99.99976164,,,
2021-01-26,0.015,99.99979178,,,
2021-01-27,0.02,99.99983288,,,
2021-01-28,0.019,99.99988767,,,
2021-01-29,-0.007,99.99993973,,,
2021-02-01,0.008,-0.00154,99.99988219,,
2021-02-02,0.007,-0.00121,99.99990411,,
2021-02-03,0.011,-0.00093,99.99992329,,
2021-02-04,0.004,-0.00055,99.99995342,,
2021-02-05,0.019,-0.00032,99.99996438,,
2021-02-08,0.007,0.00419,100.00012055,,
2021-02-09,0.013,0.00428,100.00013973,,
2021-02-10,0.01,0.00455,100.00017534,,
2021-02-11,0.01,0.00468,100.00020274,,
2021-02-12,0.01,0.00684,100.00023014,,
2021-02-15,0.014,0.00823,100.00031233,,
2021-02-16,0.013,0.00841,100.00035068,,
2021-02-17,0.012,0.00855,100.0003863,,
2021-02-18,0.014,0.00871,100.00041918,,
2021-02-19,0.01,0.00903,100.00045753,,
2021-02-22,0.007,0.01013,100.00053973,,
2021-02-23,0.01,0.01003,100.0005589,,
2021-02-24,-0.002,0.01003,100.0005863,,
2021-02-25,0.008,0.00965,100.00058082,,
2021-02-26,0.001,0.00955,100.00060274,,
2021-03-01,0.008,0.0095,100.00061096,,
2021-03-02,0.006,0.0095,100.00063288,,
2021-03-03,0.01,0.00946,100.00064932,,
2021-03-04,0.009,0.00943,100.00067671,,
2021-03-05,0.013,0.00961,100.00070137,,
2021-03-08,0.013,0.00896,100.00080822,,
2021-03-09,0.011,0.00918,100.00084384,,
2021-03-10,0.013,0.00911,100.00087398,,
2021-03-11,0.012,0.00921,100.00090959,,
2021-03-12,0.014,0.00929,100.00094247,,
2021-03-15,0.02,0.00971,100.00105754,,
2021-03-16,0.018,0.00993,100.00111233,,
2021-03-17,0.019,0.01011,100.00116165,,
2021-03-18,0.018,0.01036,100.00121371,,
2021-03-19,0.016,0.0105,100.00126302,,
2021-03-22,0.017,0.01114,100.00139453,,
2021-03-23,0.013,0.0115,100.00144111,,
2021-03-24,0.013,0.01161,100.00147672,,
2021-03-25,0.018,0.01214,100.00151234,,
2021-03-26,0.011,0.0125,100.00156165,,
2021-03-29,0.012,0.01235,100.00165207,,
2021-03-30,0.012,0.01234,100.00168494,,
2021-03-31,0.013,0.01233,100.00171782,,
2021-04-01,0.01,0.01345,0.00736,100.00175344,
2021-04-02,0.014,0.01352,0.00739,100.00178084,
2021-04-06,0.012,0.01406,0.00779,100.00193426,
2021-04-07,0.011,0.014,0.00874,100.00196714,
2021-04-08,0.01,0.014,0.00906,100.00199728,
2021-04-09,0.01,0.0139,0.00907,100.00202468,
2021-04-12,0.014,0.01371,0.00997,100.00210687,
2021-04-13,0.01,0.01372,0.01017,100.00214523,
2021-04-14,0.013,0.01361,0.0104,100.00217263,
2021-04-15,0.017,0.01355,0.01052,100.00220824,
2021-04-16,0.017,0.01345,0.01059,100.00225482,
2021-04-19,0.012,0.01332,0.01097,100.00239455,
2021-04-20,0.011,0.01328,0.01139,100.00242743,
2021-04-21,0.01,0.01321,0.0114,100.00245756,
2021-04-22,0.01,0.01284,0.01138,100.00248496,
2021-04-23,0.011,0.01261,0.01136,100.00251236,
2021-04-26,0.013,0.01226,0.0114,100.00260277,
2021-04-27,0.019,0.01228,0.01138,100.00263839,
2021-04-28,0.02,0.01248,0.01137,100.00269045,
2021-04-29,0.02,0.01287,0.01138,100.00274524,
2021-04-30,-0.007,0.01313,0.01147,100.00280004,
2021-05-04,0.01,0.01075,0.01136,100.00272332,
2021-05-05,0.01,0.01073,0.01143,100.00275072,
2021-05-06,0.007,0.01027,0.01141,100.00277812,
2021-05-07,0.014,0.0101,0.01136,100.0027973,
2021-05-10,0.014,0.01045,0.01122,100.00291237,
2021-05-11,0.01,0.01056,0.01127,100.00295073,
2021-05-12,0.009,0.0106,0.01127,100.00297812,
2021-05-13,0.009,0.01043,0.01124,100.00300278,
2021-05-14,0.01,0.0104,0.01122,100.00302744,
2021-05-17,0.011,0.01006,0.01117,100.00310964,
2021-05-18,0.013,0.01009,0.01116,100.00313977,
2021-05-19,0.01,0.0095,0.01115,100.00317539,
2021-05-20,0.008,0.00943,0.01113,100.00320279,
2021-05-21,0.011,0.00933,0.0111,100.00322471,
2021-05-24,0.007,0.00945,0.01119,100.00331512,
2021-05-25,0.006,0.00938,0.01129,100.0033343,
2021-05-26,0.012,0.0091,0.01127,100.00335074,
2021-05-27,0.014,0.00907,0.01128,100.00338362,
2021-05-28,0.0,0.0089,0.01131,100.00342197,
2021-05-31,0.004,0.00732,0.01095,100.00342197,
2021-06-01,0.01,0.00925,0.0112,100.00343293,
2021-06-02,-0.017,0.00928,0.01122,100.00346033,
2021-06-04,0.008,0.00758,0.01067,100.00336718,
2021-06-07,0.007,0.00748,0.01061,100.00343293,
2021-06-08,0.01,0.00747,0.01049,100.00345211,
2021-06-09,0.01,0.00755,0.01046,100.00347951,
2021-06-10,0.012,0.007,0.01045,100.00350691,
2021-06-11,0.011,0.00694,0.01043,100.00353979,
2021-06-14,0.01,0.0071,0.01044,100.0036302,
2021-06-15,0.016,0.00719,0.01032,100.0036576,
2021-06-16,0.014,0.00745,0.01027,100.00370144,
2021-06-17,0.015,0.00742,0.01023,100.00373979,
2021-06-18,0.013,0.00755,0.01018,100.00378089,
2021-06-21,0.015,0.00781,0.01019,100.00388774,
2021-06-22,0.016,0.00803,0.01005,100.00392884,
2021-06-23,0.015,0.00827,0.01004,100.00397268,
2021-06-24,0.011,0.00823,0.01007,100.00401378,
2021-06-25,0.001,0.00835,0.01004,100.00404392,
2021-06-28,0.012,0.00742,0.00967,100.00405213,
2021-06-29,0.008,0.00756,0.00965,100.00408501,
2021-06-30,0.02,0.00758,0.00961,100.00410693,
2021-07-01,0.011,0.00887,0.00966,0.00853,100.00416173
2021-07-02,0.023,0.0089,0.00967,0.00855,100.00419187
2021-07-05,0.013,0.01194,0.0101,0.00885,100.00438092
2021-07-06,0.015,0.01197,0.00996,0.00887,100.00441653
2021-07-07,0.019,0.01247,0.00999,0.00937,100.00445763
2021-07-08,0.011,0.01287,0.01008,0.00957,100.00450969
2021-07-09,0.014,0.0129,0.01009,0.00958,100.00453983
2021-07-12,0.013,0.01313,0.01022,0.01009,100.0046549
2021-07-13,0.011,0.01313,0.01021,0.01019,100.00469052
2021-07-14,0.01,0.01327,0.01022,0.01031,100.00472066
2021-07-15,0.016,0.01327,0.01019,0.01035,100.00474806
2021-07-16,0.018,0.01327,0.01018,0.01038,100.00479189
2021-07-19,0.017,0.01365,0.01021,0.01059,100.00493985
2021-07-20,0.01,0.01375,0.01026,0.01082,100.00498642
2021-07-21,0.013,0.0137,0.01025,0.01082,100.00501382
2021-07-22,0.014,0.01363,0.01029,0.01083,100.00504944
2021-07-23,0.013,0.01357,0.01033,0.01085,100.0050878
2021-07-26,0.019,0.01355,0.0104,0.0109,100.00519465
2021-07-27,0.02,0.01372,0.01046,0.01092,100.00524671
2021-07-28,0.018,0.0152,0.01047,0.01092,100.00530151
2021-07-29,0.018,0.0154,0.01045,0.01091,100.00535083
2021-07-30,0.016,0.01573,0.01043,0.01095,100.00540014
2021-08-02,0.0,0.01577,0.01139,0.01135,100.00553166
2021-08-03,0.007,0.01528,0.01126,0.01131,100.00553166
2021-08-04,0.004,0.01503,0.01122,0.01129,100.00555084
2021-08-05,0.007,0.0139,0.01115,0.01129,100.0055618
2021-08-06,0.01,0.01371,0.01112,0.01126,100.00558098
2021-08-09,0.009,0.01323,0.01113,0.01114,100.00566317
2021-08-10,0.013,0.01309,0.01101,0.01112,100.00568783
2021-08-11,0.011,0.01309,0.011,0.01113,100.00572345
2021-08-12,0.011,0.01294,0.01101,0.01114,100.00575359
2021-08-13,0.016,0.01287,0.01103,0.01114,100.00578373
2021-08-16,0.022,0.01323,0.01121,0.01122,100.00591524
2021-08-17,0.017,0.0135,0.01137,0.01127,100.00597552
2021-08-18,0.016,0.01361,0.01143,0.0113,100.0060221
2021-08-19,0.013,0.01326,0.01147,0.01131,100.00606593
2021-08-20,0.013,0.01313,0.0115,0.01132,100.00610155
2021-08-23,0.016,0.01319,0.01159,0.01139,100.00620841
2021-08-24,0.015,0.01328,0.01165,0.01143,100.00625225
2021-08-25,0.018,0.01333,0.01174,0.01152,100.00629335
2021-08-26,0.018,0.01352,0.01187,0.01157,100.00634266
2021-08-27,0.015,0.01348,0.01193,0.01161,100.00639198
2021-08-30,0.017,0.01313,0.01201,0.01167,100.00651528
2021-08-31,0.02,0.01325,0.01246,0.01169,100.00656186
2021-09-01,0.015,0.0132,0.01263,0.01191,100.00661665
2021-09-02,0.013,0.01326,0.01268,0.01195,100.00665775
2021-09-03,0.009,0.01368,0.01269,0.01199,100.00669337
2021-09-06,0.009,0.01397,0.0132,0.01197,100.00676735
2021-09-07,0.009,0.01381,0.01333,0.01195,100.00679201
2021-09-08,0.01,0.01367,0.01335,0.01192,100.00681667
2021-09-09,0.01,0.0139,0.01335,0.0119,100.00684407
2021-09-10,0.012,0.01394,0.01335,0.0119,100.00687147
2021-09-13,0.009,0.01397,0.01332,0.01189,100.0069701
2021-09-14,0.012,0.01381,0.01335,0.01188,100.00699476
2021-09-15,0.019,0.01376,0.01337,0.01184,100.00702764
2021-09-16,0.018,0.01371,0.0134,0.01184,100.0070797
2021-09-17,0.016,0.01358,0.01345,0.01184,100.00712902
2021-09-20,0.019,0.01365,0.01351,0.01183,100.00726053
2021-09-21,0.018,0.01381,0.01359,0.01187,100.00731259
2021-09-22,0.014,0.01394,0.01362,0.01184,100.00736191
2021-09-23,0.016,0.01403,0.0136,0.01182,100.00740027
2021-09-24,0.005,0.01403,0.01361,0.01184,100.00744411
2021-09-27,0.015,0.01287,0.01336,0.01169,100.00748521
2021-09-28,0.018,0.01294,0.01378,0.0117,100.00752631
2021-09-29,0.019,0.01309,0.01385,0.01175,100.00757563
2021-09-30,0.025,0.0131,0.01397,0.01179,100.00762768
2021-10-01,0.021,0.01313,0.01402,0.01185,100.00769618
2021-10-04,0.015,0.01384,0.01428,0.01201,100.0078688
2021-10-05,0.011,0.01388,0.014,0.01203,100.0079099
2021-10-06,0.009,0.01427,0.01398,0.01198,100.00794004
2021-10-07,0.059,0.01427,0.01391,0.01196,100.0079647
2021-10-08,0.106,0.01593,0.01435,0.01222,100.00812635
2021-10-11,0.068,0.02503,0.01731,0.01376,100.00899766
2021-10-12,0.112,0.02638,0.01797,0.01412,100.00918398
2021-10-13,0.072,0.03067,0.01904,0.01465,100.00949085
2021-10-14,0.08,0.03277,0.01971,0.01499,100.00968813
2021-10-15,0.175,0.03503,0.02047,0.01536,100.00990733
2021-10-18,0.182,0.04965,0.02545,0.01794,100.01134583
2021-10-19,0.152,0.05378,0.02739,0.01885,100.01184452
2021-10-20,0.147,0.06083,0.02886,0.01961,100.012261
2021-10-21,0.151,0.0651,0.03035,0.02036,100.01266379
2021-10-22,0.111,0.06954,0.03185,0.02113,100.01307754
2021-10-25,0.104,0.07707,0.03457,0.02264,100.01398999
2021-10-26,0.1,0.07791,0.03602,0.02328,100.01427496
2021-10-27,0.105,0.08594,0.0369,0.02376,100.01454898
2021-10-28,0.109,0.08894,0.03783,0.02423,100.01483669
2021-10-29,0.096,0.09197,0.03882,0.02471,100.01513536
2021-11-02,0.125,0.09685,0.04227,0.027,100.01618758
2021-11-03,0.154,0.0977,0.04363,0.02754,100.0165301
2021-11-04,0.816,0.10694,0.04523,0.02822,100.01695209
2021-11-05,0.826,0.13278,0.05406,0.03261,100.01918808
2021-11-08,0.886,0.21018,0.0792,0.04573,100.02597843
2021-11-09,0.798,0.2313,0.09023,0.05025,100.02840645
2021-11-10,0.794,0.24848,0.0988,0.05491,100.03059338
2021-11-12,0.808,0.30329,0.11581,0.06341,100.03494539
2021-11-15,0.848,0.37299,0.13902,0.07608,100.04158881
2021-11-16,0.837,0.38784,0.15074,0.08023,100.04391306
2021-11-17,0.804,0.40146,0.15961,0.08549,100.04620722
2021-11-18,0.838,0.43636,0.16816,0.0898,100.04841098
2021-11-19,0.835,0.45753,0.1771,0.09429,100.05070798
2021-11-22,0.857,0.52385,0.19986,0.10723,100.05757447
2021-11-23,0.87,0.53427,0.2131,0.11126,100.05992377
2021-11-24,0.88,0.54446,0.22238,0.11702,100.06230876
2021-11-25,0.849,0.59724,0.23179,0.12177,100.06472122
2021-11-26,0.867,0.62128,0.24083,0.12635,100.06704875
2021-11-29,0.767,0.69509,0.2632,0.1396,100.07417956
2021-11-30,1.0,0.69735,0.27678,0.14297,100.07628249
2021-12-01,1.316,0.79075,0.29041,0.15076,100.0790243
2021-12-02,1.231,0.80828,0.30471,0.15791,100.08263263
2021-12-03,1.041,0.84518,0.31811,0.16374,100.08600802
2021-12-06,0.811,0.88741,0.35216,0.17994,100.09457155
2021-12-07,0.806,0.88504,0.36098,0.18621,100.09679556
2021-12-08,0.783,0.88827,0.36974,0.19058,100.09900592
2021-12-09,1.265,0.88483,0.37825,0.19481,100.10115325
2021-12-10,1.324,0.90041,0.39205,0.20167,100.10462251
2021-12-13,1.276,0.94832,0.43535,0.22092,100.11551609
2021-12-14,1.262,0.9586,0.44928,0.23013,100.11901602
2021-12-15,1.26,0.98374,0.46304,0.23698,100.12247766
2021-12-16,1.269,0.99748,0.47669,0.24379,100.12593395
2021-12-17,1.287,1.01189,0.49045,0.25065,100.12941504
2021-12-20,1.278,1.05089,0.53241,0.26876,100.14000681
2021-12-21,1.309,1.05802,0.54626,0.27848,100.14351308
2021-12-22,1.298,1.08866,0.56046,0.28556,100.14710453
2021-12-23,1.31,1.10337,0.57459,0.29257,100.15066593
2021-12-24,1.31,1.11805,0.58883,0.29966,100.15426037
2021-12-27,1.239,1.15304,0.63192,0.31764,100.16504411
2021-12-28,1.291,1.15577,0.64539,0.32787,100.16844423
2021-12-29,1.317,1.18911,0.6594,0.33487,100.17198717
2021-12-30,1.342,1.20746,0.67369,0.34204,100.1756016
2021-12-31,0.992,1.21184,0.68098,0.34749,100.17928477
2022-01-03,1.31,1.1934,0.69794,0.36155,100.18745281
2022-01-04,1.187,1.19709,0.72669,0.36667,100.19104858
2022-01-05,1.817,1.19682,0.73945,0.37674,100.19430685
2022-01-07,1.851,1.26435,0.77881,0.39637,100.20428236
2022-01-10,1.796,1.3515,0.8208,0.42414,100.21952713
2022-01-11,1.719,1.36545,0.85474,0.43154,100.22445848
2022-01-12,1.679,1.37623,0.87272,0.44537,100.22917864
2022-01-13,1.726,1.39096,0.88979,0.45444,100.23378919
2022-01-14,1.75,1.4055,0.90781,0.46378,100.23852901
2022-01-17,1.706,1.45261,0.94362,0.48958,100.25294688
2022-01-18,1.777,1.46059,0.97701,0.49614,100.25763268
2022-01-19,1.798,1.47025,0.99439,0.51092,100.26251371
2022-01-20,1.741,1.49847,1.01232,0.52063,100.26745267
2022-01-21,1.785,1.51343,1.02969,0.53006,100.27223529
2022-01-24,1.753,1.55987,1.06329,0.55607,100.28694646
2022-01-25,1.84,1.56597,1.10188,0.56253,100.29176298
2022-01-26,1.973,1.57435,1.1208,0.57846,100.29681879
2022-01-27,1.92,1.61271,1.14122,0.58911,100.30224031
2022-01-28,1.68,1.63471,1.161,0.59947,100.30751648
2022-01-31,1.817,1.66991,1.18891,0.62336,100.32136717
2022-02-01,1.803,1.74506,1.2439,0.63987,100.32636125
2022-02-02,1.985,1.74707,1.25004,0.64622,100.33131709
2022-02-03,2.048,1.75484,1.27032,0.65705,100.33677347
2022-02-04,1.916,1.77868,1.29097,0.66818,100.34240332
2022-02-07,1.78,1.80862,1.31614,0.69568,100.35820519
2022-02-08,1.747,1.80781,1.33714,0.70154,100.36309937
2022-02-09,2.079,1.80605,1.34653,0.71853,100.36790305
2022-02-10,2.171,1.81034,1.3605,0.72982,100.3736199
2022-02-11,2.208,1.82246,1.3693,0.7416,100.37959007
2022-02-14,2.086,1.87091,1.40849,0.77341,100.3978069
2022-02-15,2.158,1.87773,1.43542,0.78051,100.4035447
2022-02-16,2.269,1.88633,1.44971,0.8005,100.40948089
2022-02-17,2.353,1.91172,1.46534,0.81277,100.41572278
2022-02-18,2.179,1.93262,1.48223,0.82551,100.42219616
2022-02-21,2.283,1.97206,1.51155,0.85638,100.44018136
2022-02-22,2.27,1.9819,1.54199,0.8641,100.44646369
2022-02-23,2.125,1.99075,1.55741,0.88567,100.45271063
2022-02-24,2.342,2.01482,1.5711,0.89718,100.45855891
2022-02-25,2.443,2.03385,1.58705,0.90989,100.46500477
2022-02-28,2.174,2.0854,1.6225,0.94457,100.48517759
2022-03-01,2.533,2.14132,1.67013,0.97706,100.49116265
2022-03-02,2.592,2.16743,1.68371,0.99104,100.49813646
2022-03-03,2.573,2.18914,1.69889,1.00536,100.50527321
2022-03-04,2.389,2.20792,1.70862,1.01404,100.51235814
2022-03-07,2.408,2.25868,1.76367,1.05924,100.53209436
2022-03-08,2.449,2.28115,1.78155,1.07256,100.53872673
2022-03-09,3.119,2.30626,1.80014,1.08611,100.54547246
2022-03-10,3.084,2.34347,1.82083,1.10338,100.55406428
2022-03-11,3.175,2.37613,1.83486,1.11435,100.56256041
2022-03-14,3.099,2.47991,1.90298,1.17318,100.5888031
2022-03-15,3.151,2.51615,1.92349,1.19033,100.59734351
2022-03-16,3.185,2.55168,1.9446,1.20774,100.60602795
2022-03-17,3.135,2.58446,1.96599,1.22534,100.61480686
2022-03-18,3.247,2.61244,1.979,1.23594,100.62344871
2022-03-21,3.212,2.72708,2.05237,1.29654,100.65030276
2022-03-22,3.236,2.76032,2.07362,1.3143,100.65915999
2022-03-23,3.192,2.7949,2.09526,1.33222,100.66808418
2022-03-24,3.203,2.83308,2.11628,1.34988,100.67688781
2022-03-25,3.005,2.8639,2.12841,1.36018,100.68572256
2022-03-28,3.031,2.92423,2.19501,1.41767,100.71059055
2022-03-29,3.043,2.92815,2.21444,1.43444,100.71895367
2022-03-30,3.35,2.93221,2.23373,1.45126,100.72735059
2022-03-31,3.263,2.94595,2.25616,1.46183,100.73659543
2022-04-01,3.395,2.98116,2.31072,1.47975,100.74560101
2022-04-04,3.434,3.06156,2.35852,1.53578,100.77371317
2022-04-05,3.477,3.07348,2.38363,1.55471,100.78319418
2022-04-06,3.724,3.08599,2.39587,1.5739,100.79279482
2022-04-07,4.339,3.17373,2.4235,1.59447,100.80307844
2022-04-08,4.327,3.23619,2.44483,1.61817,100.81506158
2022-04-11,4.276,3.37616,2.53494,1.68831,100.85091584
2022-04-12,4.162,3.40466,2.56353,1.71163,100.86273059
2022-04-13,4.141,3.42799,2.59129,1.73407,100.87423171
2022-04-14,4.194,3.47498,2.6183,1.75662,100.8856761
2022-04-15,4.192,3.5104,2.63591,1.77942,100.89726827
2022-04-19,4.11,3.62933,2.75503,1.86845,100.9436202
2022-04-20,4.295,3.64429,2.7809,1.8904,100.95498673
2022-04-21,4.198,3.7032,2.80947,1.91341,100.96686623
2022-04-22,4.101,3.7351,2.82504,1.93585,100.9784788
2022-04-25,4.105,3.82152,2.91455,2.00226,101.01251546
2022-04-26,4.117,3.83079,2.93989,2.02446,101.02387591
2022-04-27,4.367,3.83989,2.96389,2.04675,101.03527085
2022-04-28,4.269,3.9372,2.99127,2.07041,101.0473591
2022-04-29,4.031,3.97727,3.00566,2.0935,101.05917749
2022-05-02,4.419,4.0561,3.11205,2.17044,101.09265992
2022-05-04,4.491,4.14626,3.16644,2.21823,101.11713819
2022-05-05,4.464,4.18161,3.18154,2.23876,101.12957975
2022-05-06,4.867,4.21462,3.19602,2.25126,101.14194804
2022-05-09,4.837,4.29023,3.32814,2.32647,101.18240759
2022-05-10,4.859,4.30787,3.35938,2.34904,101.19581634
2022-05-11,4.842,4.3234,3.38983,2.36314,101.20928786
2022-05-12,4.819,4.34234,3.40641,2.39439,101.22271403
