Date,POLSTR,POLSTR_1M,POLSTR_3M,POLSTR_6M,POLSTR_CI
2024-11-25,5.533,5.47019,5.54434,5.61108,117.84237687
2024-11-26,5.583,5.47296,5.54237,5.61151,117.86024048
2024-11-27,5.677,5.4771,5.5424,5.61425,117.87826825
2024-11-28,5.684,5.47831,5.54193,5.61489,117.89660236
2024-11-29,5.519,5.4808,5.54103,5.61584,117.91496193
2024-12-02,5.48,5.62467,5.54599,5.6082,117.96845009
2024-12-03,5.561,5.6205,5.54556,5.60834,117.98616152
2024-12-04,5.624,5.61934,5.54478,5.60926,118.00413744
2024-12-05,5.6,5.61583,5.54546,5.60991,118.02231978
2024-12-06,5.519,5.6168,5.5456,5.60945,118.04042731
2024-12-09,5.57,5.60865,5.54343,5.6095,118.09397239
2024-12-10,5.644,5.60827,5.54235,5.6073,118.11199385
2024-12-11,5.617,5.61019,5.54242,5.60762,118.13025753
2024-12-12,5.568,5.59536,5.54243,5.60732,118.14843664
2024-12-13,5.405,5.59054,5.54137,5.60687,118.16645994
2024-12-16,5.437,5.56606,5.53466,5.60521,118.21895499
2024-12-17,5.519,5.56283,5.53241,5.60421,118.23656475
2024-12-18,5.387,5.55349,5.53198,5.60472,118.25444277
2024-12-19,5.328,5.54746,5.52933,5.60469,118.27189583
2024-12-20,5.311,5.53835,5.52618,5.60395,118.28916029
2024-12-23,5.431,5.51319,5.52498,5.60137,118.34079593
2024-12-24,5.439,5.51141,5.52554,5.60131,118.3584044
2024-12-27,5.223,5.50178,5.5273,5.59896,118.41131547
2024-12-30,5.454,5.46383,5.51521,5.59495,118.46214799
2024-12-31,4.851,5.46431,5.51536,5.59502,118.47984915
2025-01-02,5.398,5.4185,5.50714,5.58733,118.51134207
2025-01-03,5.509,5.41584,5.5052,5.58638,118.52886876
2025-01-07,5.446,5.41129,5.50456,5.58648,118.60042772
2025-01-08,5.544,5.41312,5.5033,5.58285,118.61812356
2025-01-09,5.569,5.40552,5.50273,5.58247,118.63614051
2025-01-10,5.49,5.40549,5.50237,5.58189,118.65424146
2025-01-13,5.555,5.39377,5.5023,5.58135,118.70778216
2025-01-14,5.577,5.39961,5.50115,5.58205,118.72584851
2025-01-15,5.746,5.40578,5.50209,5.58098,118.74398916
2025-01-16,5.675,5.41533,5.50254,5.58149,118.7626824
2025-01-17,5.52,5.42305,5.50209,5.58158,118.78114755
2025-01-20,5.526,5.43353,5.50262,5.58096,118.8350384
2025-01-21,5.551,5.43721,5.50417,5.5815,118.8530297
2025-01-22,5.61,5.44146,5.50558,5.58078,118.87110513
2025-01-23,5.564,5.45803,5.50642,5.58116,118.88937545
2025-01-24,5.503,5.46234,5.5077,5.58088,118.90749875
2025-01-27,5.484,5.46856,5.50798,5.57968,118.96128078
2025-01-28,5.598,5.46984,5.50584,5.58,118.9791543
2025-01-29,5.685,5.47454,5.50575,5.58124,118.99740212
2025-01-30,5.663,5.50422,5.50708,5.58279,119.01593637
2025-01-31,4.953,5.51099,5.50644,5.58375,119.03440178
2025-02-03,5.366,5.50313,5.53607,5.57854,119.08286019
2025-02-04,5.526,5.49963,5.53503,5.57821,119.100367
2025-02-05,5.518,5.50124,5.53279,5.57497,119.11839847
2025-02-06,5.592,5.50254,5.53221,5.57418,119.13640656
2025-02-07,5.434,5.50219,5.53197,5.57371,119.15465891
2025-02-10,5.548,5.49379,5.52967,5.57106,119.20787698
2025-02-11,5.538,5.49629,5.5307,5.57178,119.22599657
2025-02-12,5.498,5.49836,5.52066,5.56853,119.24408626
2025-02-13,5.509,5.49756,5.5183,5.56804,119.26204801
2025-02-14,5.472,5.49607,5.51583,5.56779,119.28004841
2025-02-17,5.525,5.47713,5.51436,5.56687,119.33369502
2025-02-18,5.483,5.47943,5.50918,5.56748,119.35175855
2025-02-19,5.427,5.48034,5.50825,5.56506,119.36968747
2025-02-20,5.613,5.47316,5.50634,5.56448,119.38743595
2025-02-21,5.514,5.47598,5.5063,5.56462,119.40579544
2025-02-24,5.455,5.46997,5.50739,5.56395,119.4599108
2025-02-25,5.501,5.4703,5.50585,5.56419,119.47776433
2025-02-26,5.395,5.47203,5.5055,5.56239,119.49577111
2025-02-27,5.448,5.46493,5.50342,5.56135,119.51343356
2025-02-28,4.352,5.46377,5.5009,5.55983,119.53127217
2025-03-03,5.432,5.3767,5.458,5.53954,119.57402834
2025-03-04,5.445,5.37907,5.45655,5.53841,119.59182358
2025-03-05,5.456,5.37616,5.45453,5.53774,119.60966406
2025-03-06,5.525,5.37394,5.45291,5.537,119.62754324
2025-03-07,5.439,5.37154,5.45452,5.53777,119.64565125
2025-03-10,5.567,5.37207,5.4497,5.53373,119.69913777
2025-03-11,5.506,5.37276,5.44883,5.53332,119.71739435
2025-03-12,5.537,5.37161,5.44758,5.5327,119.73545364
2025-03-13,5.485,5.37301,5.44724,5.53198,119.75361734
2025-03-14,5.463,5.37215,5.44846,5.53255,119.77161319
2025-03-17,5.562,5.37118,5.44973,5.52867,119.82539229
2025-03-18,5.521,5.3725,5.45022,5.5287,119.84365171
2025-03-19,5.521,5.37387,5.45173,5.52811,119.86177929
2025-03-20,5.532,5.37724,5.4539,5.5276,119.87990962
2025-03-21,5.557,5.37433,5.45558,5.52846,119.89807881
2025-03-24,5.528,5.37896,5.46334,5.53204,119.95284103
2025-03-25,5.522,5.38157,5.46487,5.53263,119.97100813
2025-03-26,5.497,5.38233,5.46631,5.53344,119.98915827
2025-03-27,5.573,5.38599,5.46596,5.53425,120.00722896
2025-03-28,5.546,5.39047,5.46796,5.53531,120.02555226
2025-03-31,4.614,5.40774,5.47821,5.53465,120.08026418
2025-04-01,5.56,5.48835,5.48184,5.53282,120.09544364
2025-04-02,5.566,5.49155,5.48353,5.5331,120.11373763
2025-04-03,5.55,5.49476,5.48542,5.53306,120.13205416
2025-04-04,5.579,5.49858,5.48696,5.53343,120.15032081
2025-04-07,5.511,5.50858,5.48827,5.53416,120.20541549
2025-04-08,5.57,5.50946,5.48901,5.53388,120.22356486
2025-04-09,5.566,5.51211,5.4893,5.53374,120.24191131
2025-04-10,5.635,5.51935,5.48927,5.53354,120.26024738
2025-04-11,5.753,5.52155,5.49171,5.53362,120.27881358
2025-04-14,5.517,5.54515,5.49905,5.53782,120.33568734
2025-04-15,5.568,5.54508,5.49837,5.53796,120.35387616
2025-04-16,5.627,5.5466,5.49637,5.53718,120.3722359
2025-04-17,5.713,5.5557,5.49583,5.53668,120.39079301
2025-04-18,5.643,5.56059,5.49906,5.53701,120.40963664
2025-04-22,5.618,5.57498,5.50309,5.54211,120.48409928
2025-04-23,5.573,5.57712,5.50318,5.54259,120.50264393
2025-04-24,5.515,5.57729,5.50328,5.54329,120.52104287
2025-04-25,5.586,5.57687,5.50424,5.54272,120.5392531
2025-04-28,5.609,5.58217,5.50644,5.54393,120.59459548
2025-04-29,5.54,5.58384,5.50656,5.54394,120.6131274
2025-04-30,5.731,5.58333,5.50493,5.5438,120.63143416
2025-05-02,5.531,5.62761,5.52572,5.56848,120.66931573
2025-05-05,5.599,5.62349,5.52851,5.5686,120.72417233
2025-05-06,5.577,5.62356,5.52944,5.56876,120.74269109
2025-05-07,5.585,5.6248,5.52927,5.56855,120.76113991
2025-05-08,5.482,5.62728,5.53072,5.56846,120.77961802
2025-05-09,5.688,5.62433,5.53101,5.56881,120.79775813
2025-05-12,5.104,5.63282,5.53772,5.56694,120.85423191
2025-05-13,5.078,5.61706,5.53324,5.56349,120.87113163
2025-05-14,5.065,5.58369,5.52833,5.55977,120.88794762
2025-05-15,5.112,5.56855,5.52394,5.55633,120.9047229
2025-05-16,5.094,5.55329,5.52018,5.55467,120.92165618
2025-05-19,5.095,5.50182,5.50596,5.54471,120.97228426
2025-05-20,5.125,5.48985,5.50218,5.54185,120.98917066
2025-05-21,5.091,5.47954,5.49662,5.53905,121.00615887
2025-05-22,5.054,5.44227,5.49288,5.5363,121.02303674
2025-05-23,5.077,5.42339,5.48881,5.53441,121.03979429
2025-05-26,4.987,5.38262,5.47247,5.5266,121.0903027
2025-05-27,5.004,5.37097,5.46783,5.52322,121.10684728
2025-05-28,5.047,5.33557,5.46277,5.5194,121.12345054
2025-05-29,5.084,5.31675,5.4589,5.51578,121.14019876
2025-05-30,4.437,5.30149,5.45553,5.51417,121.15707209
2025-06-02,5.125,5.19036,5.45837,5.49586,121.20125625
2025-06-03,5.145,5.18902,5.4555,5.49385,121.21827424
2025-06-04,5.022,5.1884,5.45234,5.4915,121.23536103
2025-06-05,5.021,5.14829,5.44768,5.48811,121.25204169
2025-06-06,4.987,5.12957,5.44289,5.48484,121.26872132
2025-06-09,5.078,5.07499,5.42883,5.47583,121.3184282
2025-06-10,5.168,5.07576,5.42303,5.47306,121.33530642
2025-06-11,5.161,5.07926,5.41864,5.47037,121.35248617
2025-06-12,5.18,5.0214,5.41483,5.4678,121.36964508
2025-06-13,5.1,5.02386,5.4109,5.46561,121.3868696
2025-06-16,5.067,5.02525,5.4016,5.46044,121.43775231
2025-06-17,5.057,5.02723,5.3943,5.45836,121.45461053
2025-06-18,5.009,5.02881,5.38874,5.45575,121.47143782
2025-06-20,5.1,5.01769,5.37745,5.45181,121.50477757
2025-06-23,5.067,5.01859,5.36835,5.44824,121.55570971
2025-06-24,5.029,5.02078,5.35723,5.44619,121.57258431
2025-06-25,5.055,5.0217,5.35174,5.44465,121.58933468
2025-06-26,5.031,5.01606,5.34659,5.44329,121.60617397
2025-06-27,5.059,5.01749,5.34146,5.43942,121.62293563
2025-06-30,5.044,5.01878,5.33134,5.43664,121.67350744
2025-07-01,4.983,5.07873,5.32663,5.43936,121.69032172
2025-07-02,5.03,5.0762,5.3202,5.43758,121.70693495
2025-07-03,4.969,5.07303,5.31424,5.43549,121.72370717
2025-07-04,4.905,5.06714,5.30777,5.43367,121.74027827
2025-07-07,5.008,5.05495,5.28527,5.42217,121.78935794
2025-07-08,4.999,5.05416,5.27967,5.41968,121.80606811
2025-07-09,5.049,5.0577,5.27331,5.41659,121.82275054
2025-07-10,4.982,5.05673,5.26755,5.41364,121.83960213
2025-07-11,5.067,5.0505,5.26029,5.41201,121.8562324
2025-07-14,4.915,5.04494,5.23738,5.4032,121.90698135
2025-07-15,4.957,5.04154,5.23068,5.39944,121.92339704
2025-07-16,4.923,5.0315,5.22388,5.39497,121.93995524
2025-07-17,4.915,5.02668,5.21605,5.3907,121.9564021
2025-07-18,4.849,5.02192,5.20717,5.38881,121.97282445
2025-07-21,4.893,5.00659,5.19774,5.37582,122.02143647
2025-07-22,4.89,5.00369,5.17234,5.37209,122.03779402
2025-07-23,4.876,4.98889,5.16424,5.36801,122.05414375
2025-07-24,4.841,4.9825,5.15649,5.36411,122.07044884
2025-07-25,4.931,4.97621,5.14899,5.36194,122.08663906
2025-07-28,4.796,4.96808,5.12712,5.35073,122.13611927
2025-07-29,4.611,4.96333,5.11808,5.34618,122.15216762
2025-07-30,4.59,4.94064,5.10774,5.34009,122.16759896
2025-07-31,4.268,4.92993,5.10275,5.33401,122.18296195
2025-08-01,4.899,4.90479,5.07878,5.3329,122.19724899
2025-08-04,4.859,4.8955,5.07502,5.32687,122.24645263
2025-08-05,4.733,4.89499,5.05619,5.32308,122.26272648
2025-08-06,4.657,4.8907,5.04666,5.31863,122.27858044
2025-08-07,4.648,4.88047,5.03654,5.31333,122.29418185
2025-08-08,4.983,4.86881,5.02622,5.31035,122.30975509
2025-08-11,4.918,4.86612,5.02126,5.30056,122.35984847
2025-08-12,4.894,4.86838,4.99675,5.29705,122.37633521
2025-08-13,4.873,4.86979,4.99444,5.29362,122.39274369
2025-08-14,4.961,4.84948,4.99218,5.29002,122.40908396
2025-08-18,5.024,4.85369,4.99006,5.27812,122.47563426
2025-08-19,4.925,4.85966,4.98565,5.27552,122.49249228
2025-08-20,4.964,4.86227,4.98378,5.27267,122.50902037
2025-08-21,5.001,4.8656,4.98201,5.26899,122.5256816
2025-08-22,4.968,4.8691,4.98102,5.26824,122.5424693
2025-08-25,4.928,4.87866,4.98113,5.25714,122.59250691
2025-08-26,4.896,4.88084,4.97604,5.25389,122.60905858
2025-08-27,4.892,4.88193,4.97504,5.25106,122.62550499
2025-08-28,4.788,4.87623,4.9738,5.24791,122.64194017
2025-08-29,3.775,4.87597,4.97095,5.24607,122.6580281
2025-09-01,4.762,4.80649,4.94693,5.23631,122.69608569
2025-09-02,4.637,4.80571,4.94556,5.2344,122.71209333
2025-09-03,4.55,4.80119,4.94019,5.23181,122.72768281
2025-09-04,4.375,4.78233,4.93364,5.22689,122.74298174
2025-09-05,4.485,4.76666,4.92653,5.22093,122.75769408
2025-09-08,4.609,4.74772,4.91253,5.20642,122.80294627
2025-09-09,4.719,4.74397,4.90543,5.20386,122.81845309
2025-09-10,4.687,4.74381,4.90148,5.19575,122.834332
2025-09-11,4.612,4.71754,4.89618,5.19085,122.85010527
2025-09-12,4.628,4.70763,4.89014,5.18586,122.86562814
2025-09-15,4.72,4.68964,4.87982,5.17369,122.9123642
2025-09-16,4.618,4.69114,4.86951,5.17192,122.92825863
2025-09-17,4.6,4.68957,4.86457,5.16251,122.94381158
2025-09-18,4.601,4.64978,4.85954,5.15714,122.95930586
2025-09-19,4.553,4.63608,4.85737,5.15201,122.97480548
2025-09-22,4.611,4.59616,4.8449,5.13861,123.02082501
2025-09-23,4.556,4.59719,4.83263,5.13642,123.03636607
2025-09-24,4.605,4.5965,4.82701,5.12471,123.05172371
2025-09-25,4.566,4.55958,4.82235,5.11957,123.06724845
2025-09-26,4.555,4.54786,4.81697,5.11424,123.08264366
2025-09-29,4.544,4.5183,4.80743,5.10098,123.12872378
2025-09-30,4.107,4.51965,4.79499,5.09861,123.14405246
2025-10-01,4.556,4.57948,4.78468,5.08612,123.1579087
2025-10-02,4.515,4.57259,4.77998,5.08049,123.17328151
2025-10-03,4.612,4.56851,4.77432,5.0746,123.18851787
2025-10-06,4.52,4.5801,4.76819,5.06566,123.23521476
2025-10-07,4.557,4.57877,4.75971,5.05258,123.25047567
2025-10-08,4.419,4.58634,4.75475,5.04724,123.2658634
2025-10-09,4.295,4.57998,4.74838,5.04079,123.28078702
2025-10-10,4.405,4.5658,4.74008,5.03367,123.29529362
2025-10-13,4.416,4.54526,4.72785,5.02126,123.33993327
2025-10-14,4.436,4.54175,4.71202,5.0042,123.35485571
2025-10-15,4.407,4.52847,4.70675,4.99815,123.36984755
2025-10-16,4.439,4.518,4.70071,4.99164,123.38474319
2025-10-17,4.378,4.51201,4.69538,4.98499,123.39974881
2025-10-20,4.394,4.49375,4.68394,4.97221,123.44415243
2025-10-21,4.389,4.49116,4.67412,4.96969,123.45901308
2025-10-22,4.341,4.48047,4.66858,4.94935,123.4738586
2025-10-23,4.218,4.47144,4.66254,4.9422,123.48854353
2025-10-24,4.237,4.46013,4.65531,4.93461,123.50281407
2025-10-27,4.368,4.43082,4.64095,4.92112,123.54582351
2025-10-28,4.375,4.42937,4.62722,4.90554,123.56060839
2025-10-29,4.26,4.41391,4.62259,4.89863,123.57541873
2025-10-30,4.23,4.40441,4.61873,4.89147,123.58984151
2025-10-31,3.228,4.39928,4.61477,4.88844,123.60416439
2025-11-03,4.338,4.28613,4.57487,4.85217,123.63695843
2025-11-04,4.29,4.28825,4.56044,4.84998,123.6516526
2025-11-05,4.298,4.28879,4.55419,4.83421,123.6661859
2025-11-06,4.276,4.25673,4.5494,4.82697,123.68074802
2025-11-07,4.323,4.24884,4.54522,4.81973,123.69523731
2025-11-10,4.195,4.23901,4.53803,4.8042,123.73918809
2025-11-12,4.201,4.23726,4.51053,4.78204,123.76763115
2025-11-13,4.206,4.21885,4.50291,4.77701,123.7818763
2025-11-14,4.233,4.21205,4.49558,4.77216,123.79614004
2025-11-17,4.163,4.19313,4.4888,4.76032,123.83921092
2025-11-18,4.159,4.19265,4.46283,4.75765,123.85333538
2025-11-19,4.128,4.1921,4.45332,4.74747,123.86744787
2025-11-20,4.135,4.17104,4.44456,4.74209,123.88145677
2025-11-21,3.943,4.16266,4.43545,4.73658,123.89549101
2025-11-24,4.103,4.1264,4.41452,4.72029,123.93564333
2025-11-25,4.109,4.12611,4.3918,4.7175,123.94957506
2025-11-26,4.115,4.12605,4.3828,4.70691,123.96352872
2025-11-27,4.071,4.11401,4.37422,4.70205,123.97750434
2025-11-28,3.289,4.1044,4.3652,4.69686,123.99133207
2025-12-01,4.137,4.08976,4.34379,4.67215,124.0248505
2025-12-02,4.022,4.09183,4.33685,4.66975,124.03890778
2025-12-03,3.931,4.08994,4.33002,4.66358,124.05257585
2025-12-04,3.717,4.07633,4.32314,4.6568,124.06593614
2025-12-05,3.956,4.05717,4.31584,4.6495,124.07857047
2025-12-08,3.857,4.03286,4.29822,4.6371,124.1189147
2025-12-09,3.874,4.02778,4.28986,4.6257,124.1320305
2025-12-10,3.839,3.99217,4.28048,4.61897,124.1452055
2025-12-11,3.825,3.98764,4.27106,4.61154,124.15826286
2025-12-12,3.858,3.96791,4.26232,4.60407,124.17127396
2025-12-15,3.827,3.94237,4.23668,4.58966,124.21064816
2025-12-16,3.778,3.93916,4.22676,4.57569,124.22367157
2025-12-17,3.718,3.90348,4.21744,4.56849,124.23652957
2025-12-18,3.675,3.8886,4.20764,4.561,124.24918467
2025-12-19,3.572,3.87242,4.19736,4.55664,124.26169469
2025-12-22,3.607,3.82685,4.1647,4.53587,124.29817657
2025-12-23,3.563,3.82035,4.15355,4.52011,124.31045995
2025-12-29,3.534,3.72182,4.08675,4.47782,124.38326842
2025-12-30,3.528,3.7163,4.07554,4.46172,124.39531144
2025-12-31,2.619,3.71094,4.06998,4.45708,124.40733519
2026-03-02,3.825,3.82043,3.74953,4.06497,125.18569796
2026-03-03,3.768,3.82788,3.74732,4.06039,125.19881674
2026-03-04,3.634,3.82641,3.74549,4.05599,125.21174137
2026-03-05,3.596,3.82125,3.74456,4.05181,125.22420766
2026-03-06,3.624,3.81549,3.74329,4.0497,125.23654482
2026-03-09,3.701,3.80657,3.73047,4.03155,125.27384815
2026-03-10,3.691,3.80177,3.72853,4.02581,125.28655058
2026-03-11,3.691,3.79708,3.72687,4.0202,125.29921996
2026-03-12,3.681,3.79217,3.72537,4.01501,125.31189063
2026-03-13,3.681,3.78691,3.72525,4.01358,125.32452825
2026-03-16,3.674,3.77036,3.71778,3.99316,125.36244493
2026-03-17,3.633,3.76711,3.71661,3.98784,125.37506361
2026-03-18,3.625,3.7589,3.71566,3.98239,125.38754272
2026-03-19,3.639,3.75045,3.7151,3.97689,125.39999559
2026-03-20,3.65,3.74143,3.71463,3.97543,125.4124978
2026-03-23,3.594,3.71618,3.71808,3.95616,125.45012155
2026-03-24,3.572,3.70734,3.71708,3.95074,125.46247409
2026-03-25,3.592,3.70297,3.71586,3.94493,125.47475222
2026-03-26,3.571,3.6981,3.71489,3.93944,125.48710031
2026-03-27,3.515,3.69151,3.71372,3.9378,125.49937742
2026-03-30,3.414,3.67539,3.7177,3.91639,125.53563471
2026-03-31,3.024,3.66756,3.71642,3.914,125.54737659
2026-04-01,3.516,3.61621,3.73308,3.90793,125.5577781
2026-04-02,3.502,3.61331,3.73102,3.90211,125.56987293
2026-04-03,3.369,3.60286,3.72886,3.89643,125.58192076
2026-04-07,3.374,3.56789,3.71848,3.8691,125.62828629
2026-04-08,3.43,3.56233,3.71575,3.86248,125.63989916
2026-04-09,3.337,3.5514,3.71389,3.85694,125.65170587
2026-04-10,3.625,3.53962,3.71008,3.85157,125.66319353
2026-04-13,3.624,3.5335,3.69731,3.83848,125.70063428
2026-04-14,3.592,3.53667,3.69477,3.83404,125.7131148
2026-04-15,3.619,3.53868,3.6916,3.82932,125.72548635
2026-04-16,3.632,3.52681,3.68866,3.8249,125.73795212
2026-04-17,3.609,3.52545,3.6884,3.82039,125.75046391
2026-04-20,3.562,3.52315,3.67844,3.80747,125.78776528
2026-04-21,3.54,3.5247,3.67584,3.80282,125.80004079
2026-04-22,3.518,3.52549,3.67248,3.79806,125.81224167
2026-04-23,3.419,3.51251,3.66855,3.79346,125.8243679
2026-04-24,3.514,3.50685,3.66615,3.78898,125.83615403
2026-04-27,3.486,3.50057,3.65258,3.77684,125.87249827
2026-04-28,3.398,3.50044,3.64963,3.77191,125.88451995
2026-04-29,3.327,3.49765,3.6453,3.76644,125.89623929
2026-04-30,3.066,3.4898,3.64038,3.76122,125.90771481
2026-05-04,3.473,3.45119,3.62903,3.7483,125.95001981
2026-05-05,,3.45219,3.62558,3.7437,125.96200404
